City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
66,Sorland,67.667,12.6934,57.06,95,100,10.85,NO,2022-08-16 00:08:06
67,Carnarvon,-24.8667,113.6333,68.07,94,75,8.05,AU,2022-08-16 00:08:06
68,Ukiah,39.1502,-123.2078,101.44,23,0,6.91,US,2022-08-16 00:08:07
69,Severo-Kurilsk,50.6789,156.125,55.85,90,60,15.77,RU,2022-08-16 00:08:07
70,Bara,10.3744,10.7288,70.97,99,100,7.54,NG,2022-08-16 00:08:08
71,Hithadhoo,-0.6,73.0833,82.6,74,9,10.25,MV,2022-08-16 00:08:08
72,Zhigansk,66.7697,123.3711,54.16,88,100,6.93,RU,2022-08-16 00:08:08
73,Bethel,41.3712,-73.414,75.29,59,0,4.61,US,2022-08-16 00:08:09
74,Klaksvik,62.2266,-6.589,47.32,69,100,19.28,FO,2022-08-16 00:08:10
75,Atambua,-9.1061,124.8925,75.18,64,54,3.22,ID,2022-08-16 00:08:11
76,Bonham,33.5773,-96.1783,98.64,35,0,10.36,US,2022-08-16 00:08:11
77,Leh,34.1667,77.5833,62.33,62,100,5.37,IN,2022-08-16 00:08:12
78,East London,-33.0153,27.9116,54.37,60,55,10.69,ZA,2022-08-16 00:08:12
79,Coihaique,-45.5752,-72.0662,40.95,52,40,9.22,CL,2022-08-16 00:08:02
80,Sao Jose Do Belmonte,-7.8614,-38.7597,66.25,90,6,10.89,BR,2022-08-16 00:08:13
81,Soavinandriana,-19.1667,46.7333,49.1,86,1,3.11,MG,2022-08-16 00:08:13
82,Udachnyy,66.4167,112.4,52.45,93,99,14.09,RU,2022-08-16 00:08:14
83,Pechenga,69.5259,31.1703,56.35,73,95,9.64,RU,2022-08-16 00:08:14
84,Wuwei,37.9281,102.6414,72.66,51,8,3.24,CN,2022-08-16 00:08:14
85,Batticaloa,7.7102,81.6924,78.28,81,97,5.93,LK,2022-08-16 00:06:13
86,Evensk,61.95,159.2333,54.79,91,100,35.05,RU,2022-08-16 00:08:15
87,Dingle,10.9995,122.6711,80.98,83,100,6.46,PH,2022-08-16 00:08:15
88,Quatre Cocos,-20.2078,57.7625,68.09,74,88,11.9,MU,2022-08-16 00:08:16
89,Ulkan,57.243,107.3223,51.96,89,60,9.8,RU,2022-08-16 00:08:16
90,Davila,18.4726,120.5763,79.02,88,100,11.68,PH,2022-08-16 00:08:17
91,Nome,64.5011,-165.4064,47.16,62,75,9.22,US,2022-08-16 00:08:17
92,Ulaangom,49.9811,92.0667,56.97,51,3,7.25,MN,2022-08-16 00:09:18
93,Xiantao,30.3833,113.4,84.11,75,100,6.67,CN,2022-08-16 00:09:18
94,Mongoumba,3.6415,18.5936,67.87,84,93,2.42,CF,2022-08-16 00:09:18
95,Hasaki,35.7333,140.8333,86.4,79,90,20.33,JP,2022-08-16 00:09:19
96,Te Anau,-45.4167,167.7167,53.85,84,81,3.24,NZ,2022-08-16 00:09:19
97,Faanui,-16.4833,-151.75,77.36,79,56,9.06,PF,2022-08-16 00:09:20
98,Kapaa,22.0752,-159.319,84.18,67,20,13.8,US,2022-08-16 00:09:20
99,Dubbo,-32.25,148.6167,51.93,87,100,12.66,AU,2022-08-16 00:09:21
100,Hermanus,-34.4187,19.2345,46.8,60,100,5.03,ZA,2022-08-16 00:09:21
101,Carballo,43.213,-8.691,63.91,93,84,5.48,ES,2022-08-16 00:09:22
102,Hilo,19.7297,-155.09,86.29,80,100,10.36,US,2022-08-16 00:09:22
103,Airai,-8.9266,125.4092,64.22,59,56,2.55,TL,2022-08-16 00:09:22
104,Arraial Do Cabo,-22.9661,-42.0278,70.56,80,0,32.46,BR,2022-08-16 00:09:23
105,Nagato,34.3833,131.2,84.31,79,87,18.95,JP,2022-08-16 00:09:23
106,Chokurdakh,70.6333,147.9167,56.82,48,6,12.15,RU,2022-08-16 00:09:24
107,Inirida,3.8653,-67.9239,74.03,96,26,2.64,CO,2022-08-16 00:09:24
108,Saskylakh,71.9167,114.0833,49.89,79,17,7.25,RU,2022-08-16 00:09:25
109,Saldanha,-33.0117,17.9442,52.92,63,100,1.07,ZA,2022-08-16 00:09:25
110,Ushumun,52.7833,126.5333,69.12,61,10,6.13,RU,2022-08-16 00:09:25
111,Grootfontein,-19.5667,18.1167,54.19,22,5,3.71,NA,2022-08-16 00:09:26
112,Ugoofaaru,5.6667,73.0,80.56,77,81,2.84,MV,2022-08-16 00:09:26
113,Oriximina,-1.7656,-55.8661,81.19,53,6,2.21,BR,2022-08-16 00:09:27
114,Broken Hill,-31.95,141.4333,51.64,67,4,19.08,AU,2022-08-16 00:09:27
115,Margate,51.3813,1.3862,67.69,83,79,1.01,GB,2022-08-16 00:09:28
116,Pando,-34.7167,-55.95,54.9,54,0,9.22,UY,2022-08-16 00:09:28
117,Tasiilaq,65.6145,-37.6368,42.96,71,16,1.14,GL,2022-08-16 00:09:29
118,Adrar,20.5022,-10.0711,98.19,5,5,8.63,MR,2022-08-16 00:09:29
119,Idlib,35.9306,36.6339,69.22,88,0,7.09,SY,2022-08-16 00:09:30
120,Bluff,-46.6,168.3333,55.8,68,69,3.76,NZ,2022-08-16 00:09:30
121,Vanimo,-2.6741,141.3028,83.7,68,97,4.32,PG,2022-08-16 00:09:31
122,Deputatskiy,69.3,139.9,47.34,59,10,9.46,RU,2022-08-16 00:09:31
123,Carauari,-4.8828,-66.8958,76.86,80,63,2.71,BR,2022-08-16 00:09:31
124,Yar-Sale,66.8333,70.8333,47.14,96,100,8.68,RU,2022-08-16 00:09:32
125,Saint-Francois,46.4154,3.9054,60.24,94,0,2.3,FR,2022-08-16 00:09:32
126,Port Lincoln,-34.7333,135.8667,55.74,69,3,3.29,AU,2022-08-16 00:07:42
127,Mtambile,-5.3833,39.7,73.47,81,45,11.07,TZ,2022-08-16 00:09:33
128,Anadyr,64.75,177.4833,50.5,61,40,15.66,RU,2022-08-16 00:09:33
129,Thompson,55.7435,-97.8558,78.13,40,45,4.68,CA,2022-08-16 00:09:34
130,Shibetsu,43.659,145.132,66.9,100,75,4.61,JP,2022-08-16 00:09:35
131,Hobart,-42.8794,147.3294,56.26,89,75,4.61,AU,2022-08-16 00:05:37
132,Kharsawan,22.8,85.8333,74.39,91,95,4.12,IN,2022-08-16 00:09:35
133,Saint-Philippe,-21.3585,55.7679,65.79,77,41,9.44,RE,2022-08-16 00:09:35
134,Yulara,-25.2406,130.9889,57.38,34,0,8.61,AU,2022-08-16 00:09:36
135,Playas,-2.6333,-80.3833,70.7,84,37,14.61,EC,2022-08-16 00:09:36
136,Melita,49.2681,-100.9967,67.57,68,39,17.22,CA,2022-08-16 00:09:37
137,Sitka,57.0531,-135.33,57.09,82,100,5.75,US,2022-08-16 00:09:05
138,Olafsvik,64.8945,-23.7142,47.89,64,2,4.54,IS,2022-08-16 00:09:37
139,Obo,5.3998,26.4869,65.23,98,22,3.04,CF,2022-08-16 00:09:38
140,Veraval,20.9,70.3667,79.27,89,100,16.08,IN,2022-08-16 00:10:38
141,Ajdabiya,30.7554,20.2263,78.64,55,0,9.24,LY,2022-08-16 00:10:39
142,Tuatapere,-46.1333,167.6833,56.88,71,89,4.12,NZ,2022-08-16 00:10:39
143,Lerwick,60.1545,-1.1494,53.6,95,100,7.72,GB,2022-08-16 00:10:39
144,Butaritari,3.0707,172.7902,81.9,73,92,14.07,KI,2022-08-16 00:10:40
145,Avarua,-21.2078,-159.775,73.45,49,96,12.66,CK,2022-08-16 00:07:30
146,Poum,-20.2333,164.0167,71.8,93,99,18.61,NC,2022-08-16 00:10:40
147,Tsiroanomandidy,-18.7667,46.0333,59.52,65,2,1.23,MG,2022-08-16 00:10:41
148,Tiksi,71.6872,128.8694,49.68,83,39,6.4,RU,2022-08-16 00:10:41
149,Daytona Beach,29.2108,-81.0228,84.29,78,75,8.01,US,2022-08-16 00:10:42
150,Novosergiyevka,52.0934,53.6528,62.53,55,8,8.03,RU,2022-08-16 00:10:42
151,Viedma,-40.8135,-62.9967,47.26,62,60,25.26,AR,2022-08-16 00:10:26
152,Karratha,-20.7377,116.8463,74.88,70,0,1.86,AU,2022-08-16 00:10:43
153,Miri,4.4148,114.0089,79.18,86,100,3.74,MY,2022-08-16 00:10:44
154,Atuona,-9.8,-139.0333,76.48,77,10,16.31,PF,2022-08-16 00:10:45
155,Upernavik,72.7868,-56.1549,41.0,92,73,13.42,GL,2022-08-16 00:10:45
156,Behshahr,36.6923,53.5526,79.16,64,0,5.03,IR,2022-08-16 00:10:46
157,Elbrus,43.2577,42.6443,60.01,71,0,4.23,RU,2022-08-16 00:10:46
158,Umtata,-31.5889,28.7844,41.22,72,25,4.63,ZA,2022-08-16 00:10:47
159,Vardo,70.3705,31.1107,53.58,87,75,10.36,NO,2022-08-16 00:10:47
160,Yagodnoye,62.55,149.6667,53.89,71,100,8.52,RU,2022-08-16 00:10:47
161,Iqaluit,63.7506,-68.5145,47.7,61,100,10.0,CA,2022-08-16 00:10:48
162,Linguere,15.3953,-15.1193,80.33,80,100,7.31,SN,2022-08-16 00:10:48
163,Talcahuano,-36.7167,-73.1167,47.88,100,100,13.8,CL,2022-08-16 00:10:49
164,Praia Da Vitoria,38.7333,-27.0667,70.75,80,92,15.12,PT,2022-08-16 00:10:49
165,Kahta,37.7855,38.6237,74.57,55,0,1.36,TR,2022-08-16 00:10:49
166,Tessalit,20.1986,1.0114,94.23,31,82,20.09,ML,2022-08-16 00:10:50
167,Bandipur,27.9333,84.4167,67.41,95,53,1.39,NP,2022-08-16 00:10:51
168,Sonoita,31.85,-112.8333,98.33,30,31,7.16,MX,2022-08-16 00:10:51
169,Namibe,-15.1961,12.1522,61.23,87,72,4.85,AO,2022-08-16 00:10:52
170,Lavrentiya,65.5833,-171.0,40.78,69,100,12.01,RU,2022-08-16 00:10:52
171,Rawson,-43.3002,-65.1023,47.1,62,96,22.82,AR,2022-08-16 00:10:50
172,Haines Junction,60.7522,-137.5108,62.83,45,99,6.82,CA,2022-08-16 00:10:53
173,North Branch,45.5113,-92.9802,77.09,73,100,9.95,US,2022-08-16 00:10:53
174,Tuktoyaktuk,69.4541,-133.0374,45.84,89,100,8.32,CA,2022-08-16 00:10:54
175,Miandoab,36.9694,46.1027,77.04,14,0,3.22,IR,2022-08-16 00:10:54
176,College,64.8569,-147.8028,66.15,59,75,6.91,US,2022-08-16 00:10:55
177,General Roca,-39.0333,-67.5833,52.63,36,88,31.05,AR,2022-08-16 00:10:55
178,Chuy,-33.6971,-53.4616,52.45,81,100,8.75,UY,2022-08-16 00:10:55
179,Vila Velha,-20.3297,-40.2925,69.94,85,75,9.22,BR,2022-08-16 00:08:34
180,Guiren,33.6697,118.1889,80.01,94,99,5.26,CN,2022-08-16 00:10:56
181,Khatanga,71.9667,102.5,57.87,51,8,13.04,RU,2022-08-16 00:10:57
182,Havoysund,70.9963,24.6622,50.23,84,87,13.8,NO,2022-08-16 00:11:57
183,Pasni,25.2631,63.471,80.01,90,100,3.06,PK,2022-08-16 00:12:01
184,Nizwa,22.9333,57.5333,90.84,38,100,1.05,OM,2022-08-16 00:12:01
185,Juazeiro,-9.4117,-40.4986,74.43,62,94,15.99,BR,2022-08-16 00:12:02
186,Donskoye,45.4552,41.9741,77.13,43,12,11.25,RU,2022-08-16 00:12:03
187,Bredasdorp,-34.5322,20.0403,47.16,73,100,3.83,ZA,2022-08-16 00:12:03
188,Manadhoo,5.7667,73.3833,80.22,78,73,1.14,MV,2022-08-16 00:12:04
189,Sistranda,63.7256,8.834,64.36,89,100,5.44,NO,2022-08-16 00:12:04
190,Mahebourg,-20.4081,57.7,68.25,74,77,12.12,MU,2022-08-16 00:10:54
191,Stettler,52.3168,-112.7186,77.52,50,83,6.76,CA,2022-08-16 00:12:05
192,Rio Gallegos,-51.6226,-69.2181,35.73,66,94,24.87,AR,2022-08-16 00:07:08
193,Sioux Lookout,50.1001,-91.917,70.32,80,53,4.21,CA,2022-08-16 00:12:05
194,Oranjemund,-28.55,16.4333,54.72,60,1,4.54,NA,2022-08-16 00:12:06
195,Khorinsk,52.1657,109.7726,61.45,85,92,6.89,RU,2022-08-16 00:12:06
196,Provideniya,64.3833,-173.3,44.37,70,75,15.66,RU,2022-08-16 00:12:07
197,Cherskiy,68.75,161.3,57.51,47,12,9.95,RU,2022-08-16 00:12:07
198,Port-Cartier,50.0334,-66.8654,64.74,65,92,4.0,CA,2022-08-16 00:12:08
199,Clyde River,70.4692,-68.5914,39.69,88,100,6.73,CA,2022-08-16 00:12:08
200,Palauig,15.435,119.9045,81.68,80,98,11.5,PH,2022-08-16 00:12:09
201,Verkhniye Tatyshly,56.2912,55.8575,50.56,76,0,3.22,RU,2022-08-16 00:12:09
202,Lagos,6.5833,3.75,72.84,93,93,6.87,NG,2022-08-16 00:12:10
203,San Francisco,37.7749,-122.4194,101.52,70,20,21.99,US,2022-08-16 00:08:11
204,Bocas Del Toro,9.3333,-82.25,80.26,78,97,5.64,PA,2022-08-16 00:12:10
205,Cartagena Del Chaira,1.3349,-74.8429,77.16,78,80,2.59,CO,2022-08-16 00:12:11
206,Pucallpa,-8.3791,-74.5539,84.24,70,40,3.44,PE,2022-08-16 00:12:11
207,Balkhash,46.844,74.9804,65.05,41,1,19.69,KZ,2022-08-16 00:11:49
208,Hami,42.8,93.45,81.48,18,55,8.43,CN,2022-08-16 00:12:12
209,Orotukan,62.2667,151.7,48.09,76,100,8.81,RU,2022-08-16 00:12:12
210,Grand-Lahou,5.1367,-5.0242,73.89,89,93,12.26,CI,2022-08-16 00:12:13
211,New Norfolk,-42.7826,147.0587,55.92,86,76,1.01,AU,2022-08-16 00:12:13
212,Eureka,40.8021,-124.1637,71.2,84,8,7.0,US,2022-08-16 00:08:50
213,Lebu,-37.6167,-73.65,49.42,95,100,25.61,CL,2022-08-16 00:12:14
214,Port Elizabeth,-33.918,25.5701,51.73,67,84,9.35,ZA,2022-08-16 00:12:14
215,Lahat,-3.8,103.5333,72.23,95,96,2.59,ID,2022-08-16 00:12:15
216,Palmer,42.1584,-72.3287,76.6,54,96,1.01,US,2022-08-16 00:12:16
217,Trincomalee,8.5711,81.2335,79.75,83,92,6.15,LK,2022-08-16 00:12:16
218,Mount Isa,-20.7333,139.5,65.97,27,89,14.97,AU,2022-08-16 00:12:16
219,Pacific Grove,36.6177,-121.9166,77.23,83,0,9.22,US,2022-08-16 00:12:17
220,Bitung,1.4451,125.1824,76.05,88,100,12.21,ID,2022-08-16 00:12:17
221,Haren,52.7833,7.2333,69.35,100,90,1.14,DE,2022-08-16 00:12:18
222,Ponta Do Sol,32.6667,-17.1,74.71,78,27,6.46,PT,2022-08-16 00:12:18
223,Biak,-0.9131,122.8766,78.17,72,99,5.26,ID,2022-08-16 00:11:53
224,Kuybyshevo,47.8123,38.9073,85.68,26,94,22.1,RU,2022-08-16 00:12:19
225,Nanortalik,60.1432,-45.2371,46.76,90,100,4.63,GL,2022-08-16 00:12:19
226,Nikolskoye,59.7035,30.7861,68.88,69,52,4.34,RU,2022-08-16 00:12:20
227,Talnakh,69.4865,88.3972,56.21,73,100,4.32,RU,2022-08-16 00:11:17
228,Mar Del Plata,-38.0023,-57.5575,46.87,66,1,3.0,AR,2022-08-16 00:09:02
229,Marzuq,14.4,46.4667,81.28,55,98,8.1,YE,2022-08-16 00:13:21
230,Goderich,43.7501,-81.7165,74.91,65,63,11.83,CA,2022-08-16 00:12:25
231,Campo Maior,-4.8278,-42.1686,78.73,31,18,4.68,BR,2022-08-16 00:13:22
232,Puerto Madryn,-42.7692,-65.0385,48.58,59,96,20.29,AR,2022-08-16 00:13:22
233,Grindavik,63.8424,-22.4338,45.07,87,20,4.61,IS,2022-08-16 00:13:23
234,Walvis Bay,-22.9575,14.5053,54.09,87,29,3.8,NA,2022-08-16 00:13:23
235,Dunedin,-45.8742,170.5036,55.8,54,81,3.0,NZ,2022-08-16 00:09:06
236,Kalmunai,7.4167,81.8167,77.58,83,87,10.85,LK,2022-08-16 00:13:24
237,Mahon,39.8885,4.2658,81.16,83,40,3.44,ES,2022-08-16 00:13:24
238,Gobabis,-22.45,18.9667,51.98,23,3,11.88,NA,2022-08-16 00:13:25
239,Bluefields,12.0137,-83.7635,76.59,91,100,6.29,NI,2022-08-16 00:13:25
240,Shenjiamen,29.9576,122.298,82.76,85,95,22.75,CN,2022-08-16 00:13:26
241,Ust-Tsilma,65.441,52.1498,41.2,96,6,3.27,RU,2022-08-16 00:13:26
242,Tommot,58.9564,126.2925,53.06,98,100,1.48,RU,2022-08-16 00:13:27
243,Lusambo,-4.9667,23.45,68.81,79,41,2.62,CD,2022-08-16 00:13:27
244,Aleksandrovka,46.8383,32.7612,72.21,79,93,7.07,UA,2022-08-16 00:13:28
245,Leningradskiy,69.3833,178.4167,37.85,71,70,11.14,RU,2022-08-16 00:13:28
246,Shache,38.4167,77.2406,73.65,62,100,3.0,CN,2022-08-16 00:13:28
247,Karla,59.3723,24.9275,69.51,86,0,6.91,EE,2022-08-16 00:13:29
248,Paamiut,61.994,-49.6678,44.67,99,100,17.25,GL,2022-08-16 00:13:30
249,Abu Samrah,35.3029,37.1841,71.69,67,0,5.35,SY,2022-08-16 00:13:30
250,Esperance,-33.8667,121.9,60.64,78,100,15.19,AU,2022-08-16 00:13:30
251,Saint-Augustin,51.226,-58.6502,62.47,73,55,3.91,CA,2022-08-16 00:13:31
252,Alepe,5.5004,-3.6631,73.27,89,100,7.23,CI,2022-08-16 00:13:31
253,Fairbanks,64.8378,-147.7164,66.16,61,75,6.91,US,2022-08-16 00:11:42
254,Berlevag,70.8578,29.0864,57.0,82,100,0.0,NO,2022-08-16 00:13:32
255,Faya,18.3851,42.4509,66.72,78,90,6.24,SA,2022-08-16 00:13:32
256,San Quintin,30.4833,-115.95,74.84,75,1,12.71,MX,2022-08-16 00:13:33
257,Shancheng,34.7953,116.0817,78.75,89,81,6.58,CN,2022-08-16 00:13:33
258,San Policarpo,12.1791,125.5072,81.46,78,78,2.59,PH,2022-08-16 00:13:33
259,Ostrovnoy,68.0531,39.5131,52.07,77,74,12.75,RU,2022-08-16 00:13:34
260,Vigeland,58.0844,7.305,70.95,76,23,11.21,NO,2022-08-16 00:13:34
261,Manggar,-2.8833,108.2667,82.81,74,89,9.31,ID,2022-08-16 00:13:35
262,Guerrero Negro,27.9769,-114.0611,79.16,58,24,17.31,MX,2022-08-16 00:12:19
263,Clinton,42.587,-82.9199,78.22,57,40,13.8,US,2022-08-16 00:08:52
264,Hamilton,39.1834,-84.5333,76.5,68,40,6.91,US,2022-08-16 00:13:35
265,Iracoubo,5.4802,-53.2011,78.26,80,20,5.48,GF,2022-08-16 00:13:36
266,Vao,-22.6667,167.4833,73.15,82,100,19.01,NC,2022-08-16 00:13:36
267,Pingzhuang,42.0372,119.2889,67.42,68,0,6.35,CN,2022-08-16 00:13:37
268,Ketchikan,55.3422,-131.6461,66.67,68,40,4.61,US,2022-08-16 00:13:37
269,Carthage,36.8611,10.3316,83.73,54,40,8.05,TN,2022-08-16 00:13:38
270,Mastic Beach,40.7668,-72.8521,74.98,70,0,1.01,US,2022-08-16 00:13:38
271,Sao Bento,-6.2833,-37.75,73.38,56,5,13.04,BR,2022-08-16 00:13:39
272,Turochak,52.2576,87.1224,51.6,70,70,2.71,RU,2022-08-16 00:13:39
273,San Pedro,14.35,121.0167,83.32,81,94,3.74,PH,2022-08-16 00:13:39
274,Husavik,66.0449,-17.3389,41.5,81,44,4.21,IS,2022-08-16 00:13:40
275,Kendari,-3.945,122.4989,76.78,80,100,1.9,ID,2022-08-16 00:14:40
276,Khorixas,-20.3667,14.9667,57.02,41,37,0.85,NA,2022-08-16 00:14:41
277,Elban,50.1018,136.5094,71.49,67,0,6.44,RU,2022-08-16 00:14:41
278,Cangucu,-31.395,-52.6756,58.21,97,92,5.97,BR,2022-08-16 00:14:42
279,Tokur,53.1333,132.9,62.24,72,2,1.9,RU,2022-08-16 00:14:42
280,Basoko,1.2391,23.616,69.98,97,100,3.02,CD,2022-08-16 00:14:42
281,La Ronge,55.1001,-105.2842,79.02,50,40,6.91,CA,2022-08-16 00:14:43
282,Praia,14.9215,-23.5087,81.14,74,20,6.91,CV,2022-08-16 00:14:43
283,Barcelos,41.5388,-8.6151,69.85,97,88,4.63,PT,2022-08-16 00:13:36
284,Nuuk,64.1835,-51.7216,45.21,93,75,24.16,GL,2022-08-16 00:14:44
285,Khuzhir,53.1939,107.3397,57.38,76,90,5.55,RU,2022-08-16 00:12:18
286,Gat,31.61,34.7642,77.81,100,0,4.9,IL,2022-08-16 00:14:45
287,Maanshan,31.6957,118.4983,87.66,69,100,1.25,CN,2022-08-16 00:14:45
288,Kachug,53.9606,105.8817,53.49,89,53,2.08,RU,2022-08-16 00:14:45
289,Apango,17.7333,-99.3333,72.39,83,60,7.05,MX,2022-08-16 00:14:46
290,Zwedru,6.0667,-8.1281,70.16,98,100,5.32,LR,2022-08-16 00:14:46
291,Espinosa,-14.9261,-42.8192,68.59,47,2,6.11,BR,2022-08-16 00:14:47
292,Smoky Lake,54.1169,-112.4686,79.52,36,72,8.05,CA,2022-08-16 00:14:47
293,Aksarka,66.5606,67.7975,44.89,95,94,9.75,RU,2022-08-16 00:14:47
294,Moron,-34.6534,-58.6198,53.96,38,19,5.82,AR,2022-08-16 00:14:48
295,Rodrigues Alves,-7.738,-72.6509,76.35,76,59,3.04,BR,2022-08-16 00:14:48
296,Muyezerskiy,63.9333,31.65,62.04,70,100,3.98,RU,2022-08-16 00:14:49
297,Raga,8.4596,25.678,68.29,98,97,3.38,SS,2022-08-16 00:14:49
298,Tilichiki,60.4667,166.1,53.51,90,100,12.75,RU,2022-08-16 00:14:50
299,Storozhevaya,43.8789,41.4514,66.88,60,0,5.73,RU,2022-08-16 00:14:50
300,Birjand,32.8663,59.2211,63.07,23,0,4.61,IR,2022-08-16 00:14:51
301,Axim,4.8699,-2.2405,74.46,87,100,10.58,GH,2022-08-16 00:14:51
302,Tomatlan,19.9333,-105.25,76.48,94,100,2.66,MX,2022-08-16 00:14:51
303,Matagami,49.7502,-77.6328,63.64,63,40,4.47,CA,2022-08-16 00:12:10
304,Cabo San Lucas,22.8909,-109.9124,89.06,65,100,9.22,MX,2022-08-16 00:12:19
305,Inhambane,-23.865,35.3833,62.26,65,2,7.9,MZ,2022-08-16 00:14:52
306,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.34,73,10,11.41,BR,2022-08-16 00:14:53
307,Dalvik,65.9702,-18.5286,33.73,77,47,2.82,IS,2022-08-16 00:14:53
308,Westport,41.1415,-73.3579,75.9,63,0,8.05,US,2022-08-16 00:14:54
309,Vilyuysk,63.7553,121.6247,57.88,68,34,2.75,RU,2022-08-16 00:14:54
310,Padang,-0.9492,100.3543,75.25,86,67,3.29,ID,2022-08-16 00:14:54
311,Uyuni,-20.4597,-66.825,40.03,18,23,20.58,BO,2022-08-16 00:14:55
312,Sibu,2.3,111.8167,76.68,95,81,0.89,MY,2022-08-16 00:13:21
313,Bengkulu,-3.8004,102.2655,75.45,89,95,5.14,ID,2022-08-16 00:14:55
314,Nizhniy Baskunchak,48.2198,46.8311,76.21,27,80,11.01,RU,2022-08-16 00:14:56
315,Bonavista,48.6499,-53.1147,65.46,84,60,14.67,CA,2022-08-16 00:14:56
316,Coquimbo,-29.9533,-71.3436,55.13,76,0,3.44,CL,2022-08-16 00:14:57
317,Nouadhibou,20.931,-17.0347,72.5,83,14,28.68,MR,2022-08-16 00:14:57
318,Port Augusta,-32.5,137.7667,54.03,79,58,7.16,AU,2022-08-16 00:14:58
319,Bogorodskoye,56.55,37.8833,61.66,70,25,6.49,RU,2022-08-16 00:14:58
320,Ribeira Grande,38.5167,-28.7,73.99,79,33,19.26,PT,2022-08-16 00:11:24
321,Grand-Santi,4.25,-54.3833,75.58,85,98,2.55,GF,2022-08-16 00:15:59
322,Amapa,1.0,-52.0,78.04,70,98,3.42,BR,2022-08-16 00:15:59
323,Rocha,-34.4833,-54.3333,50.25,87,69,10.36,UY,2022-08-16 00:16:00
324,Takoradi,4.8845,-1.7554,74.46,86,100,10.36,GH,2022-08-16 00:16:00
325,Kruisfontein,-34.0033,24.7314,49.42,45,100,7.07,ZA,2022-08-16 00:16:01
326,Salalah,17.0151,54.0924,75.29,100,100,6.91,OM,2022-08-16 00:14:27
327,Byron Bay,-28.65,153.6167,65.71,43,0,7.16,AU,2022-08-16 00:16:02
328,Kodinsk,58.6881,99.1844,49.23,97,98,5.26,RU,2022-08-16 00:16:02
329,Roma,43.2128,-75.4557,73.81,72,0,3.44,US,2022-08-16 00:13:15
330,Callaguip,18.0714,120.4867,80.62,83,75,4.61,PH,2022-08-16 00:16:03
331,Naze,28.3667,129.4833,86.92,70,27,9.78,JP,2022-08-16 00:16:04
332,Wright,45.1833,-93.9502,77.52,70,100,8.3,US,2022-08-16 00:16:05
333,Mishelevka,52.8575,103.1719,57.47,86,99,0.69,RU,2022-08-16 00:16:05
334,Erlangen,49.5897,11.0039,65.61,77,0,6.91,DE,2022-08-16 00:16:06
335,Saint George,37.1041,-113.5841,90.19,59,20,3.44,US,2022-08-16 00:14:07
336,Zatoka,46.0725,30.4654,72.86,78,61,4.27,UA,2022-08-16 00:16:06
337,Constitucion,-35.3333,-72.4167,49.62,71,99,8.05,CL,2022-08-16 00:11:18
338,Katsuura,35.1333,140.3,83.23,84,93,29.28,JP,2022-08-16 00:16:07
339,Narsaq,60.9167,-46.05,50.22,96,100,1.74,GL,2022-08-16 00:16:07
340,Avera,33.194,-82.5271,83.71,57,89,4.9,US,2022-08-16 00:16:08
341,Samarai,-10.6167,150.6667,80.51,78,27,5.28,PG,2022-08-16 00:16:08
342,Coos Bay,43.3665,-124.2179,80.31,88,0,13.8,US,2022-08-16 00:13:19
343,San Cristobal,7.7669,-72.225,77.18,93,20,3.04,VE,2022-08-16 00:16:09
344,Pedasi,7.5333,-80.0333,75.07,92,100,11.61,PA,2022-08-16 00:16:10
345,Jalu,29.0331,21.5482,82.98,41,2,7.49,LY,2022-08-16 00:16:10
346,Tamala,52.541,43.2515,59.45,66,0,9.44,RU,2022-08-16 00:16:11
347,Kiama,-34.6833,150.8667,63.57,55,45,14.0,AU,2022-08-16 00:16:11
348,Sao Filipe,14.8961,-24.4956,78.06,78,76,4.52,CV,2022-08-16 00:16:11
349,Bambous Virieux,-20.3428,57.7575,68.25,83,75,10.36,MU,2022-08-16 00:16:12
350,Altay,47.8667,88.1167,61.7,50,34,1.66,CN,2022-08-16 00:16:12
351,Najran,17.4924,44.1277,81.25,32,86,5.41,SA,2022-08-16 00:12:05
352,Muravlenko,63.7898,74.523,46.6,76,100,9.42,RU,2022-08-16 00:16:13
353,Port Hardy,50.6996,-127.4199,66.33,77,100,4.09,CA,2022-08-16 00:13:18
