City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
597,Mana,GF,80.38,scattered clouds,5.6592,-53.7767,LE SAMANA
598,Quatre Cocos,MU,71.71,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
601,Quartucciu,IT,78.03,clear sky,39.2519,9.1794,Best Western Hotel Residence Italia
603,Cuencame,MX,71.44,overcast clouds,24.8711,-103.6964,HOTEL RICOME
604,San-Pedro,CI,75.31,overcast clouds,4.7485,-6.6363,Hotel Maria
606,Villa Del Rosario,CO,86.38,few clouds,7.8339,-72.4742,Hotel Villas de San Diego
611,Matagami,CA,73.51,overcast clouds,49.7502,-77.6328,Motel Le Caribou
612,Punta Umbria,ES,77.13,clear sky,37.1821,-6.9661,Barceló Punta Umbría Beach Resort
618,Itupiranga,BR,82.72,overcast clouds,-5.1347,-49.3267,Hotel Panorama
622,Smithers,CA,82.72,clear sky,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
625,Wenzhou,CN,84.97,overcast clouds,27.9994,120.6668,温州喜来登酒店
626,Kalmunai,LK,78.91,overcast clouds,7.4167,81.8167,VS Villa
628,Hay River,CA,80.56,broken clouds,60.8156,-115.7999,Ptarmigan Inn
631,Surt,LY,81.99,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
633,Itoman,JP,86.02,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
634,Cadillac,US,78.8,clear sky,44.2519,-85.4012,"Holiday Inn Express & Suites Cadillac, an IHG Hotel"
636,Kopanskaya,RU,73.6,overcast clouds,46.2779,38.4795,
639,Shangqiu,CN,74.19,broken clouds,34.45,115.65,Thank Inn Chain Hotel henan shangqiu railway station ticket shop
641,Monywa,MM,79.43,scattered clouds,22.1167,95.1333,Monywa Hotel
642,Morgan City,US,87.08,scattered clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
644,Warren,US,83.91,broken clouds,39.4334,-84.1666,The Golden Lamb Restaurant & Hotel
646,Dullewala,PK,85.53,few clouds,31.8359,71.4362,Sajid fruit shop
647,Hambantota,LK,78.48,overcast clouds,6.1241,81.1185,Bungalow 63
648,Silistea,RO,77.14,clear sky,44.3833,25.35,
650,Conde,BR,74.66,clear sky,-7.2597,-34.9075,Pousada Beija Flor
654,Alice Town,BS,85.55,scattered clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
655,Marsa Matruh,EG,80.8,clear sky,31.3525,27.2453,Beau Site
658,Alyangula,AU,73.87,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
659,Boquira,BR,74.77,clear sky,-12.8231,-42.7306,Cristal Palace Hotel
664,French Harbor,HN,87.8,few clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
665,Jizan,SA,85.14,scattered clouds,17.3333,42.6667,شهدان. ابوالحجر
667,Vanimo,PG,79.88,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
668,Pedasi,PA,81.07,overcast clouds,7.5333,-80.0333,Hotel Casa de Campo Pedasí
669,Gillette,US,77.04,clear sky,44.2911,-105.5022,National 9 Inn - Gillette WY
671,Mae Sai,TH,71.17,overcast clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
673,Bonthe,SL,76.57,light rain,7.5264,-12.505,Bonthe Holiday Village
675,Umm Kaddadah,SD,78.21,broken clouds,13.6017,26.6876,
677,Westport,US,84.49,broken clouds,41.1415,-73.3579,The Westport Inn
678,Manadhoo,MV,81.39,overcast clouds,5.7667,73.3833,Bon Abri maldives
